metric,algorithm_a,algorithm_b,n,mean_a,mean_b,mean_diff,t_stat,t_pvalue,wilcoxon_pvalue
anytime_cost,DMS_split_at_1000,DMS_split_at_500,50,15179.9,15208.5,-28.6003,-2.28199,0.0268703,0.00603501
anytime_cost,DMS_split_at_1000,MS_split_0.5,50,15179.9,16718.5,-1538.6,-17.5741,8.49934e-23,1.77636e-15
anytime_cost,DMS_split_at_1000,MS_split_MGM_200,50,15179.9,15285.2,-105.339,-3.05355,0.00364994,0.00114718
anytime_cost,DMS_split_at_1000,MS_split_opt_200,50,15179.9,15241.3,-61.4389,-1.82377,0.0742881,0.0708261
anytime_cost,DMS_split_at_1000,Attentive_NoSplit,50,15179.9,14516.6,663.241,28.1724,6.28272e-32,1.77636e-15
anytime_cost,DMS_split_at_1000,Attentive,50,15179.9,14513.8,666.079,29.6835,5.57979e-33,1.77636e-15
anytime_cost,DMS_split_at_1000,MS_split_MGM_inverted_200,50,15179.9,16062.2,-882.26,-16.9448,3.96167e-22,1.77636e-15
anytime_cost,DMS_split_at_500,MS_split_0.5,50,15208.5,16718.5,-1510,-17.4398,1.1765e-22,1.77636e-15
anytime_cost,DMS_split_at_500,MS_split_MGM_200,50,15208.5,15285.2,-76.7389,-2.2201,0.0310691,0.0175754
anytime_cost,DMS_split_at_500,MS_split_opt_200,50,15208.5,15241.3,-32.8386,-0.987637,0.328182,0.313666
anytime_cost,DMS_split_at_500,Attentive_NoSplit,50,15208.5,14516.6,691.841,27.1714,3.33119e-31,1.77636e-15
anytime_cost,DMS_split_at_500,Attentive,50,15208.5,14513.8,694.679,27.451,2.0791e-31,1.77636e-15
anytime_cost,DMS_split_at_500,MS_split_MGM_inverted_200,50,15208.5,16062.2,-853.66,-16.5352,1.10298e-21,1.77636e-15
anytime_cost,MS_split_0.5,MS_split_MGM_200,50,16718.5,15285.2,1433.26,17.7998,4.94217e-23,5.32907e-15
anytime_cost,MS_split_0.5,MS_split_opt_200,50,16718.5,15241.3,1477.16,17.8716,4.1632e-23,5.32907e-15
anytime_cost,MS_split_0.5,Attentive_NoSplit,50,16718.5,14516.6,2201.84,25.6369,4.78522e-30,1.77636e-15
anytime_cost,MS_split_0.5,Attentive,50,16718.5,14513.8,2204.68,26.6416,8.23324e-31,1.77636e-15
anytime_cost,MS_split_0.5,MS_split_MGM_inverted_200,50,16718.5,16062.2,656.343,10.953,8.99827e-15,3.08908e-12
anytime_cost,MS_split_MGM_200,MS_split_opt_200,50,15285.2,15241.3,43.9003,6.49736,3.9869e-08,3.65283e-07
anytime_cost,MS_split_MGM_200,Attentive_NoSplit,50,15285.2,14516.6,768.58,20.5207,1.04404e-25,1.77636e-15
anytime_cost,MS_split_MGM_200,Attentive,50,15285.2,14513.8,771.418,21.5954,1.09261e-26,1.77636e-15
anytime_cost,MS_split_MGM_200,MS_split_MGM_inverted_200,50,15285.2,16062.2,-776.921,-18.5804,7.87292e-24,1.1101e-09
anytime_cost,MS_split_opt_200,Attentive_NoSplit,50,15241.3,14516.6,724.679,19.247,1.71662e-24,1.77636e-15
anytime_cost,MS_split_opt_200,Attentive,50,15241.3,14513.8,727.518,20.1769,2.1926e-25,1.77636e-15
anytime_cost,MS_split_opt_200,MS_split_MGM_inverted_200,50,15241.3,16062.2,-820.821,-19.1109,2.33526e-24,1.1101e-09
anytime_cost,Attentive_NoSplit,Attentive,50,14516.6,14513.8,2.83811,0.295759,0.768664,0.405695
anytime_cost,Attentive_NoSplit,MS_split_MGM_inverted_200,50,14516.6,16062.2,-1545.5,-29.225,1.14946e-32,1.77636e-15
anytime_cost,Attentive,MS_split_MGM_inverted_200,50,14513.8,16062.2,-1548.34,-30.66,1.23686e-33,1.77636e-15
